formula,in_296,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2GaScO6,False,1.7475591816122265,0.8651871330115068,2.629931230212946,0.9404481293215067,3.38397989962801,0.1644398766700925,0.0
Sr2GaSnO6,False,2.167007713304122,1.2846356647034023,3.0493797619048415,0.32545291701073764,2.775737963289666,0.0,0.0
Sr2GaTaO6,False,3.482825756593624,2.600453707992904,4.365197805194343,1.8639364898098347,4.2202023342108586,0.0,0.0
Sr2GaTeO6,True,1.919124022755092,1.0367519741543725,2.8014960713558117,0.2146070399443828,2.7252107115276014,0.0,0.0
Sr2GaTiO6,False,1.5125553777291536,0.630183329128434,2.394927426329873,1.0523955603872306,2.5914333719346154,0.5950668036998972,0.0
Sr2GaVO6,False,2.484637784495013,1.6022657358942936,3.3670098330957328,1.6184239774262124,3.5116421342250783,0.0,0.0
Sr2GaWO6,False,2.2177440373550303,1.3353719887543107,3.10011608595575,0.9553135429066354,3.258857070915221,0.0,0.0
Sr2GaYO6,False,1.8288849135635474,0.9465128649628278,2.711256962164267,1.04095216412362,3.3606561822530936,0.0,0.0
Sr2GaZnO6,False,2.0446478614916614,1.1622758128909418,2.927019910092381,0.821458620475365,3.4725427712606254,0.0,0.0
Sr2GaZrO6,False,1.6518467882000327,0.7694747395993131,2.5342188368007523,1.1806043790801728,3.0042862068677363,0.40596094552929085,0.0
Sr2GeHfO6,False,3.6438256652378405,2.761453616637121,4.52619771383856,1.6365335152890976,4.410841638916514,0.0,0.0
Sr2GeInO6,False,2.28532265247184,1.4029506038711204,3.1676947010725596,0.39825268368104993,2.911265435918728,0.0,0.0
Sr2GeIrO6,False,0.5080047499733474,-0.37436729862737217,1.3903767985740672,0.03372479431855452,2.168256316989767,0.0,0.0
Sr2GeMnO6,False,1.3659614798005353,0.4835894311998157,2.248333528401255,0.21109426884705718,2.6138639119336364,0.43884892086330934,0.0
Sr2GeMoO6,False,0.5879363791134301,-0.2944356694872895,1.4703084277141496,0.1763489015178833,2.383881032075193,0.0,0.0
Sr2GeNbO6,False,1.9512722746340256,1.068900226033306,2.8336443232347452,0.7473077683735488,3.1514993165655936,0.0,0.0
Sr2GeNiO6,False,1.1498705232522766,0.26749847465155696,2.032242571852996,0.13835149090232252,2.2165921750332336,0.0,0.0
Sr2GePdO6,False,0.6683308789728399,-0.21404116962787967,1.5507029275735595,0.07672148139474644,2.07250180769098,0.0,0.0
Sr2GeReO6,False,0.6807068059053965,-0.20166524269532315,1.563078854506116,0.18573607479495013,2.708808961433829,0.0,0.0
Sr2GeRhO6,False,0.4044536906455482,-0.4779183579551714,1.2868257392462679,-0.014417968701212591,1.8874043730562624,0.0,0.0
Sr2GeRuO6,False,0.2542770272099961,-0.6280950213907235,1.1366490758107157,-0.026705688393998284,2.094323865198671,0.0,0.0
Sr2GeSbO6,True,1.791350508483022,0.9089784598823023,2.6737225570837415,0.3392382816129542,2.9024209547296413,0.030832476875642344,0.0
Sr2GeScO6,False,1.9636452000085232,1.0812731514078036,2.8460172486092428,0.8205474205428954,3.3766319404402543,0.0,0.0
Sr2GeSnO6,True,2.069931657894494,1.1875596092937744,2.9523037064952136,0.2586652627952353,2.7928447978505777,0.0,0.0
Sr2GeTaO6,False,2.576655145438786,1.6942830968380664,3.4590271940395056,1.0563810483841225,3.645083785958316,0.0,0.0
Sr2GeTeO6,True,2.085652912855465,1.2032808642547455,2.9680249614561847,0.47204100926964654,3.2175901075631157,0.0,0.0
Sr2GeTiO6,False,2.678129763685674,1.7957577150849544,3.5605018122863936,1.2885151559438954,3.4606490112309114,0.0,0.0
Sr2GeVO6,False,1.571910500545001,0.6895384519442813,2.4542825491457205,0.7818558620704722,3.2956659927250946,0.5200411099691675,0.0
Sr2GeWO6,False,1.1646111419382708,0.28223909333755115,2.0469831905389904,0.4635491375442282,2.8207375579914595,0.0,0.0
Sr2GeYO6,False,1.9692855142525738,1.0869134656518542,2.851657562853293,0.9192609061359941,3.399210943949828,0.0,0.0
Sr2GeZnO6,False,2.050140638646512,1.1677685900457924,2.9325126872472316,0.4854400433746513,3.0925731003382326,0.0,0.0
Sr2GeZrO6,False,3.480899843114693,2.5985277945139735,4.363271891715413,1.2932407172441387,4.189345378299687,0.0,0.0
Sr2HfInO6,False,1.9372538367416425,1.054881788140923,2.8196258853423624,1.3969703509558746,3.166434980702582,0.0,0.0
Sr2HfIrO6,True,1.31318917663994,0.43081712803922034,2.1955612252406596,0.6907468130007944,2.49789243079181,0.33093525179856115,0.0
