formula,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2TiCoO6,0.8010254117898586,-0.08134663681086096,1.6833974603905784,0.3975274314856412,1.8046940472191335,0.0,0.0
Sr2NbWO6,0.6748221760015947,-0.20754987259912494,1.5571942246023143,0.08071731595327897,1.3360536817413715,0.0,0.0
Sr2HfReO6,0.9122228755431041,0.0298508269423845,1.7945949241438237,0.4970695631988079,2.572169515782799,0.0,0.0
Sr2VYO6,2.3528233573221993,1.4704513087214797,3.235195405922919,1.5703542106602328,3.477227744986676,0.0,0.0
Sr2CoNiO6,0.8773271402524233,-0.005044908348296295,1.7596991888531428,0.14661194205818928,1.4874485226569103,0.0,0.0
Sr2FeBiO6,0.8914887148866621,0.009116666285942543,1.7738607634873818,0.10938859116000138,1.689461815943886,0.0,0.0
Sr2VMnO6,0.782231543146917,-0.1001405054538026,1.6646035917476367,0.18734592119096194,1.551856939027282,0.0,0.0
Sr2VRhO6,0.6130922947507614,-0.26927975384995817,1.4954643433514812,0.14759147856231913,1.5958277203743814,0.0,0.0
Sr2MnMoO6,0.8705747906510354,-0.011797257949684226,1.7529468392517549,0.1567269125426618,1.5143362841242634,0.0,0.0
Sr2IrSbO6,0.6195924518137894,-0.2627795967869302,1.501964500414509,0.09941081897370846,2.1497230237472738,0.0,0.0
Sr2CoBiO6,0.9184182221102142,0.03604617350949457,1.8007902707109338,0.11424152773769014,1.824223469002896,0.0,0.0
Sr2PdGeO6,0.6266733897944792,-0.25569865880624043,1.5090454383951988,0.07444495120011968,2.050644749998368,0.0,0.0
Sr2NiBiO6,0.9903690529332029,0.10799700433248327,1.8727411015339226,0.11099215010309788,1.9462373003742188,0.0,0.0
Sr2TiNiO6,1.029171305069626,0.14679925646890646,1.9115433536703457,0.2528598877880941,1.7099499564927072,0.0,0.0
Sr2ScCrO6,0.8489515834630611,-0.033420465137658506,1.7313236320637806,0.4941385869773508,2.5068139440769976,0.0,0.0
Sr2VWO6,0.6389788991299358,-0.24339314947078383,1.5213509477306553,0.11043272176504415,1.648125645751152,0.0,0.0
Sr2CuTeO6,0.734343228330601,-0.14802882027011866,1.6167152769313207,0.19111607546175874,2.2268955662174914,0.0,0.0
Sr2CrRuO6,0.7189346803125272,-0.16343736828819244,1.6013067289132468,0.22826482063162334,1.7325649315302445,0.0,0.0
Sr2CuTaO6,0.5186291276832328,-0.36374292091748683,1.4010011762839523,0.14796489906761207,1.8282469367490966,0.0,0.0
Sr2NiNbO6,0.7240331291890478,-0.15833891941167177,1.6064051777897674,0.12355047626121207,1.366188458155312,0.0,0.0
