formula,pred_OQMD,pred_zeros,pred_MP,d_zeros,d_MP
Sr2CoMoO6,0.8376234708915623,0.8731129381405257,1.0210152476403054,0.0354894672489634,0.18339177674874307
Sr2CoRuO6,0.6777364284398276,0.6745246302207999,0.7547534207359674,-0.0032117982190277283,0.07701699229613979
Sr2CoRhO6,0.4448245129091521,0.4256723841760923,0.46575314392849826,-0.01915212873305977,0.020928631019346167
Sr2CoPdO6,0.4595777162733978,0.457863208239011,0.5152356048669917,-0.0017145080343867747,0.05565788859359394
Sr2CoHfO6,0.9895250144046189,0.9556006206138661,0.9584281665827348,-0.03392439379075285,-0.031096847821884155
Sr2CoWO6,1.2069772654896938,1.2866523069577327,1.5236337961387239,0.07967504146803894,0.3166565306490301
Sr2CoReO6,1.2718732195913593,1.286326753145257,1.4042248791419472,0.014453533553897557,0.1323516595505878
Sr2CoIrO6,1.4186465061069438,1.4253147391334104,1.5242973040761287,0.006668233026466686,0.10565079796918497
Sr2CoGeO6,1.0437536820488638,1.0770199511041951,1.2307286461484215,0.033266269055331366,0.18697496409955772
Sr2CoSnO6,1.1454337644611559,1.160732464928578,1.2733593550845652,0.0152987004674221,0.12792559062340936
Sr2CoSbO6,1.0834227016292703,1.1153602273950063,1.2623225978093788,0.03193752576573594,0.1788998961801085
Sr2CoBiO6,0.7421077265241363,0.7538260954287996,0.8770082559367741,0.011718368904663379,0.13490052941263786
Sr2NiZrO6,0.8761080213369606,0.8503292923478064,0.8580073020005362,-0.02577872898915423,-0.01810071933642443
Sr2NiNbO6,0.7057538732932205,0.7673101784367415,0.9211532870100849,0.06155630514352106,0.21539941371686444
Sr2NiMoO6,0.9599520261208104,1.0323372847458552,1.2591840629438489,0.07238525862504475,0.29923203682303845
Sr2NiRuO6,0.5203552689900494,0.5060452042152432,0.5515543972084995,-0.01431006477480612,0.031199128218450167
Sr2NiRhO6,0.2663131497839167,0.2719693624526124,0.3308548789784901,0.005656212668695704,0.0645417291945734
Sr2NiHfO6,1.0643736836494884,1.0542163960235194,1.110529736972535,-0.010157287625969014,0.04615605332304673
Sr2NiTaO6,1.0536227631306019,1.104069029328634,1.2718085640693049,0.05044626619803205,0.218185800938703
Sr2NiWO6,1.9166303604112107,2.0622167352885366,2.4448183932616496,0.14558637487732584,0.5281880328504389
Sr2NiReO6,1.5200029203476986,1.5499376226079005,1.6631397314878227,0.029934702260201895,0.1431368111401241
