band_gap,src
1.9480000000000004,OQMD
2.9976000000000003,MP
1.251,OQMD
0.3069999999999995,OQMD
2.8516,MP
0.30500000000000016,OQMD
3.055,OQMD
0.8319999999999999,OQMD
1.8010000000000002,OQMD
1.625,OQMD
3.0389999999999997,OQMD
2.6749999999999994,OQMD
0.8799999999999999,OQMD
3.8048,MP
3.2030000000000003,OQMD
2.3970000000000002,OQMD
0.37399999999999967,OQMD
3.4941,MP
0.8159999999999998,OQMD
1.5224,MP
1.8920000000000003,OQMD
2.214,OQMD
0.9939999999999998,OQMD
4.1576,MP
1.2350000000000003,OQMD
0.8940000000000001,OQMD
0.774,OQMD
0.844,OQMD
2.1369999999999996,OQMD
2.94,OQMD
2.0759999999999996,OQMD
2.251,MP
3.627,OQMD
0.5279999999999996,OQMD
1.9239999999999995,OQMD
1.569,OQMD
3.0097,MP
2.2680000000000007,OQMD
0.5,OQMD
3.374,OQMD
0.38579999999999903,MP
2.262,OQMD
0.8320000000000007,OQMD
1.8339999999999996,OQMD
3.2649999999999997,OQMD
3.2169999999999996,OQMD
4.559,OQMD
3.04,OQMD
0.9170000000000007,OQMD
2.121,OQMD
2.264,OQMD
1.5370000000000004,OQMD
2.3669999999999995,OQMD
0.508,OQMD
0.82,OQMD
2.7929999999999997,OQMD
3.448,OQMD
1.346,OQMD
1.673,OQMD
2.051,OQMD
2.9688,MP
3.491999999999999,MP
1.6560000000000001,MP
1.3969999999999998,OQMD
1.9109999999999996,OQMD
2.248,OQMD
2.981499999999999,MP
0.9609999999999999,OQMD
1.4000000000000004,OQMD
2.903,OQMD
0.14670000000000002,MP
1.2550000000000003,OQMD
2.8689999999999998,OQMD
1.8710000000000004,OQMD
0.8239999999999998,OQMD
2.736,OQMD
2.2190000000000003,OQMD
0.20400000000000018,OQMD
0.198499999999999,MP
1.315,OQMD
1.7009999999999996,OQMD
1.072,OQMD
0.6840000000000002,OQMD
0.371,OQMD
2.365199999999999,MP
1.6739999999999995,OQMD
1.1180000000000003,OQMD
1.4060000000000001,OQMD
2.2359999999999998,OQMD
0.6219999999999999,OQMD
0.6300000000000003,OQMD
3.253,JARVIS
0.918,OQMD
2.851,OQMD
1.428,OQMD
1.826,OQMD
1.4020000000000001,OQMD
0.244,OQMD
0.5069999999999997,OQMD
2.8142,MP
0.9180000000000001,OQMD
2.7190000000000003,OQMD
2.8080000000000007,OQMD
1.9020000000000001,OQMD
1.258,OQMD
2.335,OQMD
1.6790000000000003,OQMD
2.4029999999999996,OQMD
2.012,OQMD
0.43769999999999903,MP
2.292,OQMD
3.3070000000000004,OQMD
0.07160000000000001,MP
1.782,OQMD
3.0109999999999992,OQMD
2.1000000000000005,OQMD
3.734,OQMD
2.851,OQMD
1.923,OQMD
0.5659999999999998,OQMD
3.7321,MP
4.133,OQMD
2.0397,MP
0.6859999999999999,OQMD
0.43400000000000016,OQMD
0.4370000000000003,OQMD
3.1120000000000005,OQMD
1.242,OQMD
2.298,OQMD
2.258,OQMD
2.3390000000000004,OQMD
3.4446,MP
1.8080000000000003,OQMD
2.2130000000000005,OQMD
1.5885,MP
1.1589999999999998,OQMD
0.5049999999999999,OQMD
1.259,OQMD
